Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2003-05-15 16:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,RICHMOND,NONE,GEARY BL / ARGUELLO BL,-122.458860615643,37.781255093526
2003-05-15 16:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Thursday,INGLESIDE,NONE,HEARST AV / FOERSTER ST,-122.448860461572,37.7306902868986
2003-05-15 16:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,CENTRAL,NONE,800 Block of NORTH POINT ST,-122.42121538482701,37.80566044132721
2003-05-15 15:56:00,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,MISSION,"ARREST, CITED",24TH ST / BARTLETT ST,-122.41956043789101,37.7521716091766
2003-05-15 15:55:00,OTHER OFFENSES,PAROLE VIOLATION,Thursday,MISSION,"ARREST, BOOKED",1700 Block of MISSION ST,-122.419876917134,37.7695797471896
2003-05-15 15:51:00,WARRANTS,WARRANT ARREST,Thursday,CENTRAL,"ARREST, BOOKED",1000 Block of BUSH ST,-122.41455494733299,37.789368344193896
2003-05-15 15:45:00,OTHER OFFENSES,VIOLATION OF FEDERAL STATUTE,Thursday,NORTHERN,"ARREST, BOOKED",1000 Block of GEARY ST,-122.420592674438,37.785841624062
2003-05-15 15:45:00,OTHER OFFENSES,FAILURE TO REGISTER AS SEX OFFENDER,Thursday,NORTHERN,"ARREST, BOOKED",1000 Block of GEARY ST,-122.420592674438,37.785841624062
2003-05-15 15:45:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,SOUTHERN,"ARREST, BOOKED",FOLSOM ST / HARRIET ST,-122.40615148216999,37.7780811278683
2003-05-15 15:30:00,ASSAULT,BATTERY,Thursday,INGLESIDE,NONE,MISSION ST / TRUMBULL ST,-122.42930672838499,37.7307429169879
2003-05-15 15:30:00,ASSAULT,THREATS AGAINST LIFE,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2003-05-15 15:28:00,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,RICHMOND,"ARREST, CITED",MASONIC AV / EWING TR,-122.447351565362,37.7801519533156
2003-05-15 15:20:00,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Thursday,SOUTHERN,NONE,800 Block of 3RD ST,-122.39142506985701,37.7778727797586
2003-05-15 15:15:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,MISSION,"ARREST, CITED",1200 Block of SOUTH VAN NESS AV,-122.416269089153,37.7531590161083
2003-05-15 15:10:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,MISSION,NONE,2100 Block of MARKET ST,-122.42978898698799,37.7666521474762
2003-05-15 15:02:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Thursday,MISSION,NONE,4000 Block of 25TH ST,-122.4306244966,37.7498410869216
2003-05-15 15:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,SOUTHERN,NONE,200 Block of I-80,-122.36493749408001,37.8102044406285
2003-05-15 15:00:00,VEHICLE THEFT,STOLEN TRUCK,Thursday,PARK,NONE,1600 Block of FELL ST,-122.445086506657,37.7731558815454
2003-05-15 15:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,RICHMOND,NONE,DIVISADERO ST / CALIFORNIA ST,-122.44044268401,37.7880671350211
2003-05-15 15:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,INGLESIDE,NONE,0 Block of CAPISTRANO AV,-122.43720772996099,37.7284790242288
2003-05-15 15:00:00,FRAUD,FRAUDULENT CREDIT APPLICATION,Thursday,NORTHERN,NONE,1600 Block of BAY ST,-122.434177010449,37.8030044258258
2003-05-15 15:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,NORTHERN,NONE,2100 Block of BEACH ST,-122.44444216439301,37.8035424596885
2003-05-15 15:00:00,FRAUD,"CREDIT CARD, THEFT OF",Thursday,SOUTHERN,NONE,300 Block of CLEMENTINA ST,-122.40232147638001,37.78203871461721
2003-05-15 15:00:00,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Thursday,NORTHERN,NONE,1800 Block of VAN NESS AV,-122.42261368278999,37.7926430342855
2003-05-15 15:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Thursday,PARK,NONE,1600 Block of FELL ST,-122.445086506657,37.7731558815454
2003-05-15 14:55:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of JONES ST,-122.41219255572099,37.781604574125204
2003-05-15 14:55:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of JONES ST,-122.41219255572099,37.781604574125204
2003-05-15 14:53:00,FORGERY/COUNTERFEITING,"FORGERY, NOTES",Thursday,SOUTHERN,NONE,900 Block of MARKET ST,-122.40970842372101,37.78282764988379
2003-05-15 14:45:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,BAYVIEW,NONE,1700 Block of CESAR CHAVEZ ST,-122.39434785768,37.7499131969111
2003-05-15 14:35:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,NORTHERN,NONE,GEARY BL / FILLMORE ST,-122.432914603466,37.7843533426344
2003-05-15 14:33:00,WARRANTS,ENROUTE TO PAROLE OFFICER,Thursday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2003-05-15 14:25:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,CENTRAL,NONE,200 Block of GEARY ST,-122.407413025963,37.787407412522796
2003-05-15 14:21:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,CENTRAL,"ARREST, CITED",400 Block of THE EMBARCADERO NORTH ST,-122.396374439116,37.79805325280579
2003-05-15 14:15:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,1000 Block of VAN NESS AV,-122.42137276274099,37.7849651112525
2003-05-15 14:15:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,CENTRAL,NONE,200 Block of JEFFERSON ST,-122.41501003299601,37.80836981613911
2003-05-15 14:10:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,NORTHERN,NONE,WEBSTER ST / EDDY ST,-122.43061174790701,37.781644155493495
2003-05-15 14:07:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,BAYVIEW,NONE,1000 Block of 17TH ST,-122.39433313412201,37.7652223955694
2003-05-15 14:05:00,WARRANTS,WARRANT ARREST,Thursday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.408595110869,37.7837069301545
2003-05-15 14:05:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Thursday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.408595110869,37.7837069301545
2003-05-15 14:05:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.408595110869,37.7837069301545
2003-05-15 14:00:00,NON-CRIMINAL,LOST PROPERTY,Thursday,TARAVAL,NONE,0 Block of TAPIA DR,-122.48091150180201,37.72183653995421
2003-05-15 14:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,NORTHERN,NONE,1600 Block of UNION ST,-122.426452054349,37.7981828223951
2003-05-15 14:00:00,NON-CRIMINAL,LOST PROPERTY,Thursday,NORTHERN,NONE,FILLMORE ST / EDDY ST,-122.432329732358,37.7814292195185
2003-05-15 14:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,RICHMOND,EXCEPTIONAL CLEARANCE,5500 Block of GEARY BL,-122.47884322010799,37.7802357423473
2003-05-15 14:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,NORTHERN,NONE,FILLMORE ST / EDDY ST,-122.432329732358,37.7814292195185
2003-05-15 14:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,PARK,JUVENILE BOOKED,300 Block of WOODSIDE AV,-122.452716700987,37.7457451434135
2003-05-15 14:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,BAYVIEW,NONE,0 Block of CONKLING ST,-122.401968361773,37.7356138034783
2003-05-15 14:00:00,OTHER OFFENSES,RESISTING ARREST,Thursday,PARK,JUVENILE BOOKED,300 Block of WOODSIDE AV,-122.452716700987,37.7457451434135
2003-05-15 14:00:00,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,4TH ST / MARKET ST,-122.40583247449,37.785744654538
2003-05-15 14:00:00,SEX OFFENSES FORCIBLE,"FORCIBLE RAPE, BODILY FORCE",Thursday,RICHMOND,NONE,300 Block of 8TH AV,-122.466424377549,37.781871604650796
2003-05-15 13:45:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,RICHMOND,NONE,GEARY BL / 6TH AV,-122.464281231868,37.781019315996396
2003-05-15 13:37:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,PARK,NONE,1000 Block of FULTON ST,-122.43404606267201,37.777329275022
2003-05-15 13:37:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Thursday,SOUTHERN,"ARREST, BOOKED",100 Block of 6TH ST,-122.40787711735202,37.7803875013555
2003-05-15 13:37:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,PARK,NONE,1000 Block of FULTON ST,-122.43404606267201,37.777329275022
2003-05-15 13:32:00,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Thursday,MISSION,"ARREST, BOOKED",2300 Block of MISSION ST,-122.419196838603,37.7594144253287
2003-05-15 13:30:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,NORTHERN,"ARREST, BOOKED",1100 Block of MCALLISTER ST,-122.431343410204,37.7787412233251
2003-05-15 13:30:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,SOUTHERN,NONE,500 Block of MARKET ST,-122.401833062479,37.7890397716649
2003-05-15 13:30:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425
2003-05-15 13:15:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,CENTRAL,NONE,500 Block of CHESTNUT ST,-122.412241726582,37.8039377199703
2003-05-15 13:15:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NONE,0 Block of MARKET ST,-122.39509777418101,37.79405904855621
2003-05-15 13:08:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,BAYVIEW,"ARREST, BOOKED",3RD ST / CARGO WY,-122.387177992928,37.746156968666796
2003-05-15 13:08:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,BAYVIEW,"ARREST, BOOKED",3RD ST / CARGO WY,-122.387177992928,37.746156968666796
2003-05-15 13:08:00,WARRANTS,WARRANT ARREST,Thursday,BAYVIEW,"ARREST, BOOKED",3RD ST / CARGO WY,-122.387177992928,37.746156968666796
2003-05-15 13:03:00,NON-CRIMINAL,SHELTER,Thursday,CENTRAL,NONE,400 Block of NORTH POINT ST,-122.41461383541201,37.806392787676295
2003-05-15 13:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,RICHMOND,NONE,3100 Block of CALIFORNIA ST,-122.446121745552,37.787402558347296
2003-05-15 13:00:00,MISSING PERSON,FOUND PERSON,Thursday,MISSION,NONE,3200 Block of 25TH ST,-122.415829834368,37.750842917404796
2003-05-15 13:00:00,DISORDERLY CONDUCT,DISTURBING THE PEACE,Thursday,SOUTHERN,NONE,200 Block of 6TH ST,-122.406346425632,37.7791674218963
2003-05-15 13:00:00,ASSAULT,THREATS AGAINST LIFE,Thursday,INGLESIDE,NONE,1600 Block of FLORIDA ST,-122.409101586197,37.747226943634296
2003-05-15 12:45:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,SOUTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,11TH ST / MISSION ST,-122.41710489556299,37.7743242867679
2003-05-15 12:34:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of GOLDEN GATE AV,-122.41126513684999,37.782139268152214
2003-05-15 12:30:00,NON-CRIMINAL,LOST PROPERTY,Thursday,NORTHERN,NONE,VAN NESS AV / GEARY ST,-122.42139581912201,37.7856843389243
2003-05-15 12:30:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,NORTHERN,NONE,LARKIN ST / TURK ST,-122.41734053323499,37.782379897024796
2003-05-15 12:30:00,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Thursday,NORTHERN,UNFOUNDED,FILLMORE ST / GEARY BL,-122.432914603466,37.7843533426344
2003-05-15 12:17:00,WARRANTS,WARRANT ARREST,Thursday,SOUTHERN,"ARREST, BOOKED",800 Block of HOWARD ST,-122.403793259489,37.7823235897616
2003-05-15 12:15:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of GOLDEN GATE AV,-122.41126513684999,37.782139268152214
2003-05-15 12:15:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of GOLDEN GATE AV,-122.41126513684999,37.782139268152214
2003-05-15 12:13:00,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,BAYVIEW,"ARREST, CITED",GILMAN AV / INGALLS ST,-122.391872492878,37.7203513039141
2003-05-15 12:05:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,TENDERLOIN,"ARREST, BOOKED",TURK ST / TAYLOR ST,-122.41076876635,37.7832145189783
2003-05-15 12:00:00,ASSAULT,THREATS AGAINST LIFE,Thursday,NORTHERN,"ARREST, BOOKED",3000 Block of LAGUNA ST,-122.430947803252,37.79929462291379
2003-05-15 12:00:00,ASSAULT,STALKING,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2003-05-15 12:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,NORTHERN,NONE,1400 Block of POST ST,-122.42652971422599,37.7860427680942
2003-05-15 12:00:00,BAD CHECKS,"CHECKS, NON-SUFFICIENT FUNDS (MISDEMEANOR)",Thursday,SOUTHERN,NONE,600 Block of BRYANT ST,-122.399151509541,37.77862707848
2003-05-15 12:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,CENTRAL,NONE,MASON ST / COLUMBUS AV,-122.412911739499,37.802182844786
2003-05-15 12:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,TARAVAL,NONE,2100 Block of 24TH AV,-122.48130501918399,37.747461318190496
2003-05-15 12:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Thursday,CENTRAL,NONE,MASON ST / COLUMBUS AV,-122.412911739499,37.802182844786
2003-05-15 12:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,MYRTLE ST / LARKIN ST,-122.417999278698,37.7856407526414
2003-05-15 12:00:00,FRAUD,"TRICK AND DEVICE, PETTY THEFT",Thursday,CENTRAL,NONE,500 Block of BEACH ST,-122.418111096758,37.8070199998601
2003-05-15 12:00:00,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Thursday,BAYVIEW,NONE,1700 Block of CESAR CHAVEZ ST,-122.39434785768,37.7499131969111
2003-05-15 12:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,INGLESIDE,NONE,0 Block of LUNDYS LN,-122.418627639566,37.7443787798501
2003-05-15 12:00:00,OTHER OFFENSES,PAROLE VIOLATION,Thursday,RICHMOND,"ARREST, BOOKED",600 Block of 6TH AV,-122.463872679752,37.7762871269046
2003-05-15 12:00:00,FRAUD,FRAUDULENT CREDIT APPLICATION,Thursday,BAYVIEW,NONE,1700 Block of 17TH ST,-122.401120180247,37.7648130457159
2003-05-15 12:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,NORTHERN,NONE,200 Block of PAGE ST,-122.424851402509,37.773829832494
2003-05-15 12:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,RICHMOND,"ARREST, BOOKED",600 Block of 6TH AV,-122.463872679752,37.7762871269046
2003-05-15 12:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2003-05-15 11:55:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,CENTRAL,"ARREST, CITED",400 Block of THE EMBARCADERO NORTH ST,-122.396374439116,37.79805325280579
2003-05-15 11:30:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Thursday,BAYVIEW,NONE,1000 Block of CONNECTICUT ST,-122.397089183868,37.753598788032704
2003-05-15 11:30:00,EMBEZZLEMENT,EMBEZZLED VEHICLE,Thursday,SOUTHERN,NONE,1600 Block of MISSION ST,-122.419230534198,37.7720332586406
2003-05-15 11:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,SOUTHERN,NONE,1600 Block of MISSION ST,-122.419230534198,37.7720332586406
2003-05-15 11:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,SOUTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,400 Block of MARKET ST,-122.398623347456,37.7912863462309
2003-05-15 11:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Thursday,SOUTHERN,NONE,1600 Block of MISSION ST,-122.419230534198,37.7720332586406
2003-05-15 11:30:00,ASSAULT,THREATS AGAINST LIFE,Thursday,NORTHERN,NONE,2300 Block of SACRAMENTO ST,-122.431565622284,37.7900918964407
2003-05-15 11:28:00,FRAUD,FALSE ID TO PEACE OFFICER,Thursday,SOUTHERN,"ARREST, BOOKED",7TH ST / MARKET ST,-122.41251534136299,37.7804777480279
2003-05-15 11:28:00,OTHER OFFENSES,PEDDLING WITHOUT A LICENSE,Thursday,SOUTHERN,"ARREST, BOOKED",7TH ST / MARKET ST,-122.41251534136299,37.7804777480279
2003-05-15 11:28:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,SOUTHERN,"ARREST, BOOKED",7TH ST / MARKET ST,-122.41251534136299,37.7804777480279
2003-05-15 11:20:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,CENTRAL,"ARREST, BOOKED",900 Block of HYDE ST,-122.41704429261401,37.78959527743221
2003-05-15 11:15:00,ASSAULT,BATTERY,Thursday,SOUTHERN,"ARREST, CITED",1000 Block of HOWARD ST,-122.408030111231,37.77912853798429
2003-05-15 11:15:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,TARAVAL,NONE,23RD AV / QUINTARA ST,-122.480368298396,37.7484541996561
2003-05-15 11:15:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,SOUTHERN,"ARREST, CITED",1000 Block of HOWARD ST,-122.408030111231,37.77912853798429
2003-05-15 11:15:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Thursday,INGLESIDE,NONE,400 Block of PRENTISS ST,-122.412252373587,37.7376140665317
2003-05-15 11:10:00,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Thursday,SOUTHERN,"ARREST, BOOKED",100 Block of 12TH ST,-122.41762831134301,37.7719781799261
2003-05-15 11:04:00,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,NORTHERN,"ARREST, BOOKED",FILLMORE ST / DUBOCE AV,-122.42990612145701,37.769407183641206
2003-05-15 11:04:00,NON-CRIMINAL,IMPOUNDED VEHICLE,Thursday,NORTHERN,"ARREST, BOOKED",FILLMORE ST / DUBOCE AV,-122.42990612145701,37.769407183641206
2003-05-15 11:04:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,NORTHERN,"ARREST, BOOKED",FILLMORE ST / DUBOCE AV,-122.42990612145701,37.769407183641206
2003-05-15 11:00:00,MISSING PERSON,MISSING JUVENILE,Thursday,PARK,LOCATED,CASTRO ST / 14TH ST,-122.43562737812799,37.767327345293396
2003-05-15 11:00:00,OTHER OFFENSES,PAROLE VIOLATION,Thursday,TENDERLOIN,"ARREST, BOOKED",100 Block of JONES ST,-122.412249767634,37.782556330202
2003-05-15 11:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,INGLESIDE,CLEARED-CONTACT JUVENILE FOR MORE INFO,100 Block of TUCKER AV,-122.407000497181,37.716172774552
2003-05-15 11:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,INGLESIDE,NONE,300 Block of MONTEREY BL,-122.44317743244899,37.7316647926496
2003-05-15 10:55:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,RICHMOND,NONE,600 Block of 32ND AV,-122.491956779206,37.7768766735218
2003-05-15 10:55:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,BAYVIEW,"ARREST, BOOKED",INGALLS ST / LA SALLE AV,-122.381442465704,37.7305830517033
2003-05-15 10:46:00,SUSPICIOUS OCC,UNUSUAL OCCURENCE,Thursday,TENDERLOIN,NONE,400 Block of LEAVENWORTH ST,-122.41445716230899,37.7851373814889
2003-05-15 10:38:00,OTHER OFFENSES,PEDDLING WITHOUT A LICENSE,Thursday,SOUTHERN,"ARREST, CITED",0 Block of UNITED NATIONS PZ,-122.41431785788099,37.7799444052046
2003-05-15 10:37:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,NORTHERN,"ARREST, CITED",300 Block of FELL ST,-122.423581857437,37.7759042673828
2003-05-15 10:35:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,SOUTHERN,NONE,MARKET ST / TAYLOR ST,-122.41029351969699,37.7822305869807
2003-05-15 10:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2003-05-15 10:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,HEMLOCK ST / VAN NESS AV,-122.42166371444,37.7870754039701
2003-05-15 10:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,500 Block of HARRISON ST,-122.39458113080099,37.78469122927221
2003-05-15 10:23:00,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Thursday,INGLESIDE,NONE,400 Block of MUNICH ST,-122.428653050372,37.7185565501906
2003-05-15 10:15:00,WARRANTS,WARRANT ARREST,Thursday,SOUTHERN,"ARREST, BOOKED",400 Block of MINNA ST,-122.40738717209801,37.7810688918781
2003-05-15 10:15:00,DISORDERLY CONDUCT,DISTURBING THE PEACE,Thursday,CENTRAL,NONE,0 Block of RUSSIAN HILL PL,-122.415049125883,37.7980318302951
2003-05-15 10:10:00,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,MARKET ST / 5TH ST,-122.40806834515499,37.783991676793214
2003-05-15 10:10:00,DISORDERLY CONDUCT,DISTURBING THE PEACE,Thursday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2003-05-15 10:07:00,ASSAULT,THREATS TO SCHOOL TEACHERS,Thursday,CENTRAL,NONE,2100 Block of POWELL ST,-122.411607253459,37.8044472417935
2003-05-15 10:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,INGLESIDE,NONE,5000 Block of MISSION ST,-122.439892168458,37.71810900453
2003-05-15 10:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,CENTRAL,"ARREST, BOOKED",600 Block of GEARY ST,-122.414010814727,37.7866770011071
2003-05-15 10:00:00,FRAUD,FRAUDULENT CREDIT APPLICATION,Thursday,PARK,PROSECUTED BY OUTSIDE AGENCY,0 Block of LYON ST,-122.442024511319,37.7711131027562
2003-05-15 10:00:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Thursday,MISSION,NONE,300 Block of GUERRERO ST,-122.424061577036,37.7655856465344
2003-05-15 10:00:00,LARCENY/THEFT,ATTEMPTED THEFT FROM A BUILDING,Thursday,SOUTHERN,NONE,100 Block of 9TH ST,-122.413980520967,37.7755687325824
2003-05-15 10:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,BAYVIEW,NONE,300 Block of KANSAS ST,-122.403652947901,37.7653536571595
2003-05-15 10:00:00,FRAUD,FRAUDULENT CREDIT APPLICATION,Thursday,BAYVIEW,EXCEPTIONAL CLEARANCE,700 Block of BRUSSELS ST,-122.403750443804,37.7229277838502
2003-05-15 10:00:00,ASSAULT,BATTERY,Thursday,BAYVIEW,NONE,0 Block of CONKLING ST,-122.401968361773,37.7356138034783
2003-05-15 09:45:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,CENTRAL,"ARREST, BOOKED",COLUMBUS AV / BROADWAY ST,-122.406669739958,37.797864174416496
2003-05-15 09:45:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,SOUTHERN,"ARREST, CITED",1300 Block of MARKET ST,-122.416818891994,37.776936201488105
2003-05-15 09:45:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,INGLESIDE,NONE,100 Block of APPLETON AV,-122.421849898832,37.7380536150512
2003-05-15 09:45:00,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,Thursday,CENTRAL,"ARREST, BOOKED",COLUMBUS AV / BROADWAY ST,-122.406669739958,37.797864174416496
2003-05-15 09:45:00,WARRANTS,WARRANT ARREST,Thursday,CENTRAL,"ARREST, BOOKED",COLUMBUS AV / BROADWAY ST,-122.406669739958,37.797864174416496
2003-05-15 09:42:00,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Thursday,NORTHERN,"ARREST, BOOKED",500 Block of TURK ST,-122.418192861208,37.78232633689221
2003-05-15 09:20:00,ASSAULT,BATTERY,Thursday,TARAVAL,NONE,19TH AV / WINSTON DR,-122.474899151628,37.726990531019204
2003-05-15 09:15:00,NON-CRIMINAL,AIDED CASE,Thursday,BAYVIEW,NONE,400 Block of MANSELL ST,-122.406079770608,37.72041061847521
2003-05-15 09:05:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Thursday,TARAVAL,NONE,1100 Block of EUCALYPTUS DR,-122.483985929775,37.7309911833086
2003-05-15 09:00:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Thursday,SOUTHERN,"ARREST, BOOKED",0 Block of 6TH ST,-122.410041631816,37.78195365372571
2003-05-15 09:00:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Thursday,SOUTHERN,NONE,400 Block of HARRISON ST,-122.392552122475,37.7864487462924
